Facility PK,Name,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zip Code,Latitude,Longitude,Zip Code,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
61070928,DBL,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,667 10 Avenue,,Manhattan,10036,40.76252876,-73.99336508,212-391-8053,Find free safer sex products inside a fishbowl located behind the bar at this bar/lounge.,1.90E+13,1.90E+13,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,TRUE,TRUE,TRUE,,,104,3,12900,1026971,1010750036,MN15
61071301,The Oval Center at Montefiore,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"3230 Bainbridge Avenue,2nd Floor",,Bronx,10467,40.87630686,-73.87963583,(718) 882-5482,Find free safer sex products inside a small container located by the front door of the clinic (can just walk in grab and go!) at this location.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 1:00 PM,,,TRUE,TRUE,TRUE,,http://www.montefiore.org/std,207,11,42300,2018154,2033430008,BX43
61071124,Michelle'S Hair Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1397 Fulton Street,,Brooklyn,11216,40.68015913,-73.94524146,(347) 295-3374,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,303,36,26900,3053473,3018540065,BK75
61071028,HASA Center #63 Coney Island,Free Safer Sex Products,Condoms and Lubricant,,Government,Community Center,3050 West 21 Street,,Brooklyn,11224,40.57352298,-73.98744818,NA,Find free safer sex products inside a dispenser located in the reception area at this community center.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,313,47,35200,3189654,3070710123,BK21
61070770,A & J Lingerie,Free Safer Sex Products,Condoms and Lubricant,,Business,Retail Store,"41 West 28 Street,n/a",,Manhattan,10001,40.74554662,-73.9893356,(212) 689-2415,Find free safer sex products inside a fishbowl located in the front and the back of the store at this retail store.,1.90E+13,1.90E+13,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:30 PM,11:00 AM - 7:30 PM,12:00 PM - 6:00 PM,,TRUE,TRUE,TRUE,,,105,3,7600,1015721,1008300014,MN17
61071226,Pyramid Club,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,101 Avenue A,,Manhattan,10009,40.72573152,-73.98377908,NA,Find free safer sex products inside a fishbowl located in the front near the entrance at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,103,2,3200,1083477,1004340033,MN22
61071280,The Bk Estates Fine Liquors And Wine,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,9608 Avenue L,,Brooklyn,11236,40.63832185,-73.89581597,(347) 779-5344,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,318,46,101000,3232789,3082610039,BK50
61071015,Hardware Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,697 10 Avenue,,Manhattan,10036,40.76322589,-73.99285602,212-243-3380,Find free safer sex products inside a fishbowl located on a table beside the bar at this bar/lounge.,1.90E+13,1.90E+13,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,104,3,12900,1026995,1010760033,MN15
61071056,International House,Free Safer Sex Products,Condoms and Lubricant,,Education,Student Housing,"155 Claremont Avenue,B Level North Building",,Manhattan,10027,40.8134595,-73.96122924,NA,Find free safer sex products inside a dispenser located in the north building in the back near the restroom at this student housing.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,109,7,21100,1059870,1019940057,MN09
61070857,"Bronx Community Medicine, PLLC",Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Clinical Facility,"2676 Grand Concourse,Suite A",,Bronx,10458,40.86668142,-73.89389492,718-708-4040,Find free safer sex products inside a bowl located at the waiting area at this clinical facility.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,207,15,40302,2017133,2033040020,BX05
61071315,Town House,Free Safer Sex Products,Condoms and Lubricant,,Business,Restaurant,236 East 58 Street,,Manhattan,10022,40.76050379,-73.96607559,212-777-6254,Find free safer sex products inside a fishbowl located in the back on the bar at this restaurant.,1.90E+13,1.90E+13,4:00 PM - 3:00 AM,4:00 PM - 3:00 AM,4:00 PM - 3:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 3:00 AM,TRUE,FALSE,TRUE,,,106,4,10800,1038608,1013310031,MN19
61070895,Columbia Community Partnership for Health,Free Safer Sex Products,Condoms and Lubricant,,Education,College/University,"390 Fort Washington Avenue,Ground Floor",,Manhattan,10033,40.84824235,-73.93934461,646-697-2274,Find free safer sex products at this college/university.,1.90E+13,1.90E+13,9:30 AM - 4:30 PM,9:30 AM - 4:30 PM,9:30 AM - 4:30 PM,9:30 AM - 4:30 PM,9:30 AM - 4:30 PM,,,TRUE,TRUE,TRUE,,,112,10,26500,1064256,1021760005,MN36
61071111,Mannam Medical Center,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,"616 Castle Hill Avenue,1st Floor",,Bronx,10473,40.81932717,-73.8480898,7187926000,Find free safer sex products inside a bowl located at the front desk at this physician.,1.90E+13,1.90E+13,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,10:00 AM - 3:00 PM,,TRUE,FALSE,FALSE,,,209,18,9000,2021926,2035730025,BX09
61071274,Tamara'S Beauty Bar,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,65 Lenox Avenue,,Manhattan,10026,40.80037683,-73.95089236,(917) 294-8359,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,110,9,21600,1055015,1018230031,MN11
61070803,Bar Catalina (Formerly Chelsea Grill),Free Safer Sex Products,Condoms and Lubricant,,Business,Restaurant,675 9 Avenue,,Manhattan,10036,40.76135105,-73.99050985,NA,Find free safer sex products inside a fishbowl located by the bar at this restaurant.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,104,3,12700,1082497,1010560032,MN15
61070937,Dirty Pierre's,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,13 Station Square,,Queens,11375,40.71916954,-73.84503974,718-858-5810,Find free safer sex products inside a fishbowl located in the front near the entrance at this bar/lounge.,1.90E+13,1.90E+13,5:00 PM - 11:00 PM,,,,5:00 PM - 1:00 AM,12:00 PM - 1:00 AM,12:00 PM - 11:00 PM,TRUE,FALSE,TRUE,,,406,29,73700,4077443,4032330014,QN17
61071023,HASA Center #24 Amsterdam,Free Safer Sex Products,Condoms and Lubricant,,Government,Community Center,"400 8 Avenue,1st floor",,Manhattan,10001,40.7495681,-73.99535502,718-792-6000,Find free safer sex products inside a dispenser located in the waiting room at this community center.,1.90E+13,1.90E+13,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,105,3,9500,1014306,1007790075,MN17
61070788,Alliance for Positive Change,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"64 West 35 Street,3rd Floor",,Manhattan,10001,40.74998182,-73.98620934,(212) 645-0875,Find free safer sex products inside a dispenser located inside the 3rd floor hallway and beside the restrooms (2 dispensers) at this social service.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,http://alliance.nyc,105,4,7600,1015868,1008360007,MN17
61070886,CHI Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"2882 West 15 Street,Lower Level",,Brooklyn,11224,40.57746114,-73.98277848,9172267864,Find free safer sex products inside a bowl located at the front desk at this location.,1.90E+13,1.90E+13,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 6:00 PM,,,TRUE,TRUE,TRUE,,,313,47,34800,3391739,3070227501,BK21
61070764,169 Bar,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,169 East Broadway,,Manhattan,10002,40.71407244,-73.9898132,(646) 596-5363,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,103,1,600,1003625,1002840026,MN28
61071272,Superior Cuts Barber Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,7900B Flatlands Avenue,,Brooklyn,11236,40.63507335,-73.91392583,(718) 676-6664,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,318,46,95600,3224863,3080160038,BK50
61070859,BronxWorks East Concourse Neighborhood Senior Center,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"236 East Tremont Avenue,N/A",,Bronx,10457,40.84892961,-73.90456101,7187316300,Find free safer sex products inside a bowl located at the front desk at this social service.,1.90E+13,1.90E+13,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,8:00 AM - 4:00 PM,,,TRUE,FALSE,TRUE,,,205,15,23302,2007599,2028040021,BX41
61071269,Suite 718 Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,10 Kingston Avenue,,Brooklyn,11213,40.67958624,-73.9412508,(718) 930-1867,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,303,36,27100,3053820,3018630041,BK61
61070822,Betances Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"280 Henry Street,N/A",,Manhattan,10002,40.71394271,-73.98353666,(212) 227-8401,Find free safer sex products at this clinical facility.,1.90E+13,1.90E+13,8:00 AM - 7:00 PM,8:00 AM - 5:00 PM,8:00 AM - 7:00 PM,10:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,www.betances.org,103,2,202,1003220,1002670010,MN28
61071312,Top Community Development Corporation,Free Safer Sex Products,Condoms and Lubricant,,Faith-Based Organization,Christian Organization,"1274 Utica Avenue,2nd floor",,Brooklyn,11203,40.64134745,-73.92928208,(718) 451-1020,Find free safer sex products inside a bowl located inside the building in the front lobby or they can just ask at this christian organization.,1.90E+13,1.90E+13,9:30 AM - 6:00 PM,9:30 AM - 5:30 PM,10:00 AM - 6:00 PM,10:00 AM - 5:30 PM,,,,TRUE,TRUE,TRUE,,,317,45,84000,3106175,3047800015,BK91
61070885,Chelsea Park Barbers 2,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,105 West 26 Street,,Manhattan,10001,40.74503357,-73.99195936,NA,Find free safer sex products inside a fishbowl located in the shop at this barbershop.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,105,3,9500,1015042,1008020035,MN17
61070968,Envy Truly Dominican,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,9526 Avenue L,,Brooklyn,11236,40.63783396,-73.89656618,(718) 209-3700,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,318,46,101000,3232744,3082600044,BK50
61070907,Conquete,Free Safer Sex Products,Condoms and Lubricant,,Business,Retail Store,255 West 23 Street,,Manhattan,10011,40.74474012,-73.99716341,469-733-5051,Find free safer sex products inside a fishbowl located at the desk at this retail store.,1.90E+13,1.90E+13,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,TRUE,FALSE,TRUE,,,104,3,9100,1084991,1007730012,MN13
61071054,Immigration Equality,Free Safer Sex Products,Condoms and Lubricant,,Business,Office,40 Exchange Place,,Manhattan,10005,40.70593145,-74.01028293,469-733-5051,Find free safer sex products inside a fishbowl located in the reception area at this office.,1.90E+13,1.90E+13,9:30 AM - 5:30 PM,9:30 AM - 5:30 PM,9:30 AM - 5:30 PM,9:30 AM - 5:30 PM,9:30 AM - 5:30 PM,,,TRUE,TRUE,TRUE,,,101,1,900,1000825,1000250027,MN25
61071323,Turner Barber & Beauty Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,5604 Church Avenue,,Brooklyn,11203,40.65249368,-73.92446625,(718) 922-7250,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,317,41,93800,3103102,3047040002,BK96
61071109,Macri Park,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,462 Union Avenue,,Brooklyn,11211,40.71424111,-73.95164144,212-639-9675,Find free safer sex products inside a fishbowl located near the front entrance at this bar/lounge.,1.90E+13,1.90E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,301,34,50100,3068631,3027560003,BK90
61071314,Torkah Wireless,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,992 Rutland Road,,Brooklyn,11212,40.66248335,-73.92664999,(718) 785-6444,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,317,41,88400,3099928,3046120002,BK96
61070923,Damian Family Care Centers-3rd Avenue Family Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"2604 3 Avenue,N/A",,Bronx,10454,40.8119789,-73.92544779,718-292-0100,Find free safer sex products inside a bowl located at the front desk of every floor at this location.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,www.damian.org,201,8,3900,2000732,2023150001,BX39
61070909,Corona Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,94-14 37 Avenue,,Queens,11372,40.75093883,-73.87292628,NA,Find free safer sex products inside a dispenser located in the back near the restroom at this barbershop.,1.90E+13,1.90E+13,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,10:00 AM - 9:00 PM,TRUE,FALSE,FALSE,,,403,21,27300,4036536,4014820011,QN28
61070883,Chelsea Exclusive,Free Safer Sex Products,Condoms and Lubricant,,Business,Retail Store,222 8 Avenue,,Manhattan,10011,40.74423512,-73.99923492,NA,Find free safer sex products inside a fishbowl located in the store at this retail store.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,104,3,8700,1014060,1007710001,MN13
61071307,The West End Lounge,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,955 West End Avenue,,Manhattan,10025,40.80188436,-73.96842389,NA,Find free safer sex products inside a fishbowl located inside at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,FALSE,,,107,6,19500,1057265,1018920019,MN09
61071043,Hombres Lounge,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,85-28 37 Avenue,,Queens,11372,40.75006113,-73.88119299,347-693-3050,Find free safer sex products inside a dispenser located downstairs near the restroom at this bar/lounge.,1.90E+13,1.90E+13,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,403,21,27900,4036240,4014730001,QN28
61071069,Julius,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,159 West 10 Street,,Manhattan,10014,40.73444454,-74.00165983,NA,Find free safer sex products inside a dispenser/ fishbowl located at the bar and dispenser near the window at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,102,3,7300,1010833,1006110030,MN23
61070791,Ambition Studios Barber (Formerly B&B Barbershop & My Gente Barbershop),Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,229 East 165 Street,,Bronx,10456,40.82987214,-73.91778867,NA,Find free safer sex products inside a dispenser located in the front near the entrance at this barbershop.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,204,16,18101,2115819,2024510001,BX14
61071025,HASA Center #43  Kingsbridge Ctr,Free Safer Sex Products,Condoms and Lubricant,,Government,Community Center,888 Garrison Avenue,,Bronx,10474,40.81724955,-73.89186775,NA,Find free safer sex products inside a dispenser located in the waiting room at this community center.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,FALSE,,,202,17,9300,2005939,2027390015,BX27
61070849,Boxers Washington Heights,Free Safer Sex Products,Condoms and Lubricant,,Business,Gay Bar,3820 Broadway,,Manhattan,10032,40.8353938,-73.94388811,718-852-2584,Find free safer sex products inside a fishbowl located in the front at this gay bar.,1.90E+13,1.90E+13,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 4:00 AM,1:00 PM - 4:00 AM,1:00 PM - 2:00 AM,TRUE,FALSE,TRUE,,,112,7,24500,1062783,1021180001,MN36
61071262,Stage 48,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,605 West 48 Street,,Manhattan,10036,40.76478232,-73.99590267,NA,Find free safer sex products inside a fishbowl located near the women's restroom at this bar/lounge.,1.90E+13,1.90E+13,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,5:00 PM - 4:00 AM,,TRUE,TRUE,TRUE,,,104,3,12900,1027129,1010960026,MN15
61071283,The Brooklyn Sweet Shop,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,366 Myrtle Avenue,,Brooklyn,11205,40.6931844,-73.97156238,(347) 916-0444,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,302,35,18300,3058365,3020740023,BK68
61070783,Alejandro's Tapas Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,38-01 69 Street,,Queens,11377,40.74689471,-73.89642507,212-505-3733,Find free safer sex products inside a fishbowl located on the right side of the entrance at this bar/lounge.,1.90E+13,1.90E+13,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 2:00 AM,TRUE,FALSE,FALSE,,,402,26,26300,4029698,4012820008,QN63
61070899,"Community Access, Inc.",Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,1750 Davidson Avenue,,Bronx,10453,40.84808834,-73.91320454,929-337-6476,Find free safer sex products inside a dispenser located on level sc in the lobby at this community center.,1.90E+13,1.90E+13,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,205,14,21700,2115886,2028610067,BX36
61070953,Drop off service,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,211 Avenue A,,Manhattan,10009,40.72982076,-73.98079419,212-633-1133,Find free safer sex products inside a fishbowl located on the counter at this bar/lounge.,1.90E+13,1.90E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,1:00 PM - 4:00 AM,1:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,103,2,3400,1006022,1004410035,MN22
61070812,Beauty Feel Supply,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,259 Utica Avenue,,Brooklyn,11213,40.66961975,-73.93103277,(917) 966-1898,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,308,41,34900,3037349,3013910010,BK61
61071295,The Juice Spot,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,372 Central Avenue,,Brooklyn,11221,40.69435578,-73.91863076,(347) 318-3488,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,304,34,41700,3076102,3033230043,BK78
61071152,New App Car And Limo,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,908 Amsterdam Avenue,,Manhattan,10025,40.79941902,-73.96646021,(212) 222-7999,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,107,7,19100,1056593,1018760033,MN12
61071140,Mo's Bar and Lounge,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,80 Lafayette Avenue,,Brooklyn,11217,40.68716038,-73.97475967,212-665-8012,Find free safer sex products inside a fishbowl located by the bar at this bar/lounge.,1.90E+13,1.90E+13,3:00 PM - 3:00 AM,3:00 PM - 3:00 AM,3:00 PM - 3:00 AM,3:00 PM - 3:00 AM,3:00 PM - 3:00 AM,3:00 PM - 3:00 AM,3:00 PM - 3:00 AM,TRUE,TRUE,TRUE,,,302,35,3500,3059305,3021160021,BK68
61071270,Sujey Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,2941 Fulton Street,,Brooklyn,11207,40.67947064,-73.88614319,(347) 915-0220,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,305,37,117201,3087662,3039390033,BK83
